EF21,TAETIGKEITSSCHLUESSEL4,EF41,EF10,B27,EF40,EF16U2,LEISTUNGSGRUPPE,B52,TAETIGKEITSSCHLUESSEL5,PERSONENGRUPPE
356138,2,44,1,aa,56,5,5,176.59343326952762,1,101
358088,2,68,2,aa,37,2,4,1239.8400591744082,1,304
358151,2,45,2,aa,37,7,2,611.7065456361755,1,101
358180,2,59,2,aa,48,4,2,998.0528351517008,1,785
358196,2,62,2,aa,51,2,2,457.5953874161821,1,101
358260,1,46,2,aa,57,3,2,1098.566784389288,2,814
360592,1,14,2,aa,40,7,5,59.93446831410266,1,812
360855,2,60,2,aa,51,5,3,528.5571569394506,2,804
360864,1,61,2,aa,19,1,5,893.2537833209341,4,101
361032,1,51,2,aa,57,4,5,861.1186914632287,1,101
361135,2,48,2,aa,52,5,1,1036.623526035704,1,101
361842,1,32,2,aa,46,1,3,466.0320163330387,3,101
362014,1,66,1,aa,10,1,5,892.8408303832872,4,101
362143,1,53,2,aa,12,2,3,860.8802458508932,3,101
362473,1,66,2,aa,48,1,2,892.2060057280868,2,101
362590,2,83,2,aa,51,2,1,1042.6517630059552,3,101
363001,2,60,2,aa,34,3,5,447.647534951016,3,101
363061,2,32,1,aa,61,2,5,28.572729114529714,4,287
363505,1,15,2,aa,43,5,1,625.333072679098,3,630
363610,2,32,1,aa,61,2,4,1036.2295276927243,2,484
363863,1,32,2,aa,42,4,2,305.7797854578952,3,630
363876,2,33,1,aa,8,1,4,832.754026407625,3,632
363943,1,32,1,aa,16,3,4,129.1667604518475,1,101
364333,2,32,1,aa,16,4,1,132.4620782704235,4,799
364511,2,84,1,aa,16,7,2,119.12181108088393,3,101
364593,1,33,2,aa,29,1,4,257.07750557499077,2,778
365964,2,46,2,aa,42,5,4,463.32482653768653,4,101
366320,1,52,2,aa,63,7,3,814.8607800389949,1,599
366502,2,87,2,aa,58,3,5,131.42353234019333,2,101
366844,1,79,1,aa,47,1,3,410.37087363479736,3,101
367304,1,63,2,aa,4,3,4,1057.913446166584,1,101
367545,1,79,1,aa,28,1,3,529.3996875032902,4,485
369288,1,41,2,aa,63,4,1,485.3490027333807,1,101
369445,2,55,1,aa,29,5,3,539.8724813054014,4,779
369663,2,86,2,aa,36,1,1,1060.87244857102,1,628
369993,1,72,1,aa,38,5,4,1.9513096594334502,1,101
370541,2,80,1,aa,42,2,1,562.789978027344,4,460
371853,2,84,2,aa,34,2,3,499.17745430561195,1,263
372774,2,86,1,aa,41,7,3,265.433059315229,4,446
372775,2,64,1,aa,42,4,2,863.5500178327942,4,101
373033,1,64,1,aa,31,5,4,604.7058066756052,1,713
373215,1,66,1,aa,33,5,4,861.276956639948,1,101
373542,2,84,2,aa,29,1,3,474.9206349165293,1,101
373856,2,29,1,aa,42,1,3,859.316974677594,2,101
373865,2,60,2,aa,31,3,4,204.79671392764283,4,101
373882,1,32,2,aa,58,4,2,859.8223476762626,4,286
374073,1,30,1,aa,0,4,1,1147.292316426999,1,575
374256,1,29,1,aa,58,5,1,892.5014283300962,2,101
374382,1,32,2,aa,3,3,3,1061.6729061575916,1,101
374483,1,64,1,aa,49,7,3,273.37366732076293,1,286
374648,2,35,2,aa,42,7,5,892.4429695131269,3,101
374687,2,66,1,aa,2,5,3,860.2862501887314,1,101
374775,1,69,2,aa,40,7,1,369.007620158682,3,101
377587,1,29,2,aa,48,6,3,1172.5968749956473,1,259
377772,2,62,2,aa,18,2,3,411.1069777822878,1,259
377790,2,29,2,aa,32,2,3,694.6774889806138,1,101
377861,1,78,1,aa,36,2,1,29.76476400907673,2,666
378300,2,78,2,aa,16,5,5,257.54274957719144,3,809
378560,2,14,1,aa,16,3,1,1157.370711104886,1,294
378704,2,53,2,aa,14,6,1,670.9285012925874,2,101
378781,2,83,1,aa,44,3,1,1079.1064725230415,2,101
378847,2,44,1,aa,48,4,1,649.9187748582722,2,257
382302,2,44,1,aa,60,3,3,1075.0778548710407,2,101
383302,2,38,2,aa,60,7,1,88.30501694088973,2,101
383941,1,38,2,aa,36,3,1,107.08272027599831,1,101
384002,1,38,2,aa,60,2,3,648.2938966959663,1,101
384951,1,15,2,aa,50,5,2,47.55230536764898,1,101
386287,2,68,1,aa,60,7,2,1042.4659981941184,4,101
386479,2,38,2,aa,35,6,2,28.320004589459252,3,101
386496,2,38,1,aa,63,2,1,335.87095735664553,4,101
386828,1,74,2,aa,40,6,1,546.5408495707054,3,260
386839,1,36,2,aa,43,7,5,80.79114210712109,3,458
386844,2,38,2,aa,28,7,2,816.2649275997559,4,391
387061,2,36,2,aa,39,7,2,26.65540967971061,4,101
389342,1,54,1,aa,19,6,2,369.9744537739163,4,507
389445,2,46,2,aa,7,5,1,768.0541794791792,4,101
389685,1,79,1,aa,35,5,1,650.7569172531745,4,727
389829,1,78,2,aa,50,4,3,1158.7366548358152,4,101
389986,1,54,1,aa,39,4,2,568.1169682754347,3,101
390088,2,59,1,aa,63,6,2,673.8097009722469,4,101
390467,2,36,1,aa,17,6,5,642.875893183613,4,101
390520,2,46,1,aa,55,6,2,1158.8513069404135,4,101
390613,2,41,1,aa,17,6,1,486.5523101070032,3,101
