TAETIGKEITSSCHLUESSEL4,EF41,EF10,EF40,EF16U2,LEISTUNGSGRUPPE,B27,EF48,B52
1,53,2,3,6,1,aa,2052.786915001929,347.87248130540144
1,53,2,58,5,3,aa,2053.1229324492333,1104.3718488424458
1,52,2,58,3,1,aa,2053.673288886548,893.5713097967763
1,29,1,16,3,1,aa,2053.6918246848186,492.05848413771736
2,83,1,3,5,1,aa,2053.871186911104,477.3549779612275
1,53,1,44,5,3,aa,2054.0052445815936,456.58779339193245
1,83,2,31,5,2,aa,2054.1544259171415,344.76027621471076
2,67,2,0,5,3,aa,2054.3040601005023,1295.3503358595997
1,52,1,38,6,1,aa,2054.44690117546,351.01621139057016
1,52,2,14,3,1,aa,2054.5577414166733,351.6724953163096
2,52,2,52,2,2,aa,2054.930876177769,493.3996875032903
2,82,2,39,2,3,aa,2055.2253398169455,348.4475629881505
2,82,2,14,5,3,aa,2055.2703870115834,871.7797879093761
1,54,2,24,6,3,aa,2055.4488082414996,349.0461770506547
1,82,1,47,2,1,aa,2065.18245408869,1315.0944363163264
1,78,2,42,2,2,aa,2069.449966417935,858.0294659461161
1,31,2,14,3,1,aa,2070.6112615279358,926.5947767151982
2,54,1,2,2,1,aa,2071.447736127285,687.7190115917246
2,31,1,55,2,2,aa,2074.7833327265967,106.32069152265977
2,31,2,23,2,1,aa,2074.94291667455,1019.4052277616537
2,54,2,59,3,5,aa,2077.507314375754,1013.4828444195435
2,83,2,22,3,5,aa,2078.7741336063536,856.245147588739
2,54,1,46,2,2,aa,2079.0977922214665,727.2665558980486
2,52,1,56,2,5,aa,2088.0510859682254,965.3444328795146
2,52,2,28,3,5,aa,2088.3999745996025,1039.702977358026
1,54,2,2,3,5,aa,2088.730152981153,1091.5696442298752
1,83,1,59,2,4,aa,2089.44948908521,655.5462189340759
2,30,1,7,3,2,aa,2089.7781023653447,265.36143759990523
2,83,1,42,2,2,aa,2090.0526379123817,242.5321504578099
2,83,1,52,2,5,aa,2090.2588687268553,655.895667400066
2,18,1,43,2,1,aa,2091.5407134408524,246.42238194629905
2,54,1,42,2,2,aa,2091.599202546041,672.3256708946491
2,68,1,36,3,4,aa,2091.944787833986,386.666145358196
2,83,1,56,3,1,aa,2092.1173554109505,279.41309127235115
2,73,1,32,5,5,aa,2092.1410581191903,265.31958041518027
2,73,1,43,5,1,aa,2092.5785660744154,1037.6880856436412
1,83,1,43,3,5,aa,2092.7230579761094,759.5169772361412
1,80,1,28,1,5,aa,2093.0194260695002,277.5348022997227
1,43,1,47,5,5,aa,2093.3689110849364,1259.0778548710407
1,52,1,36,5,4,aa,2093.483374252791,892.9910923023108
2,34,1,31,1,4,aa,2093.7952600523076,306.8326298232753
2,79,1,31,1,4,aa,2094.0212037766914,306.6616978726629
1,31,1,22,1,4,aa,2094.1601385151807,1096.0187608262195
1,44,1,58,1,4,aa,2094.1880979473763,286.7051172937633
2,76,1,10,1,1,aa,2094.259194523499,986.3204939262275
2,30,2,22,1,1,aa,2095.0185571223974,308.5371884647059
1,54,2,7,6,1,aa,2095.169135700866,1060.1388332546985
2,54,2,13,1,1,aa,2095.455417552712,282.08360433022904
1,64,2,42,6,4,aa,2095.5520260038006,693.6265284412963
1,35,2,10,1,3,aa,2096.3015949893484,915.4439463189631
1,67,2,3,5,3,aa,2096.7393195997884,892.6629407514888
1,67,2,52,4,4,aa,2106.7837403973863,892.478361541646
1,53,2,38,4,3,aa,2111.2310464243333,365.4861357334593
1,67,2,53,1,3,aa,2113.4720547484844,83.10184227980058
1,30,1,46,1,3,aa,2122.7870259874153,538.0734497096998
2,53,1,32,5,1,aa,2132.9518277552042,1300.1116823941754
1,53,1,23,4,3,aa,2133.898800445629,905.1937499912945
1,14,2,52,3,1,aa,2134.831662904866,519.4566934321713
2,53,1,46,1,3,aa,2136.707501633722,1264.4590553854484
2,38,1,43,5,1,aa,2161.584810120242,876.9025641930292
2,76,1,27,7,3,aa,2162.3026613766965,608.9929733431944
2,54,1,31,7,5,aa,2162.321922949404,500.70580667560523
2,81,1,43,6,5,aa,2163.9433516516096,1292.2563752773108
2,15,2,2,6,5,aa,2165.5210083486563,1295.4669340838516
2,21,1,0,6,5,aa,2165.9500794129594,999.6856462843182
2,15,1,36,7,4,aa,2166.818298739929,272.58568107096056
2,53,2,0,6,2,aa,2166.9378846503737,477.7215600779899
2,15,1,55,4,2,aa,2168.316130642542,1340.3092022774913
2,53,1,14,7,5,aa,2170.2488270095146,61.70178134503626
2,28,1,27,5,2,aa,2170.5269715337895,501.75178636722603
2,83,1,54,5,3,aa,2171.889829301109,154.69242791826306
1,30,2,54,3,1,aa,2172.199532173802,498.54084957070546
1,30,1,19,3,1,aa,2172.9337982830557,1295.6897215199745
1,28,2,55,6,2,aa,2177.560620859566,242.91257716909155
1,15,1,10,7,1,aa,2179.738624696985,1258.4659981941184
1,21,2,4,7,1,aa,2179.9969192451663,1158.43622428551
1,28,1,37,6,3,aa,2186.2826151736585,651.798647252362
1,41,2,27,6,1,aa,2186.452814008387,1141.6461582134996
1,32,2,4,5,3,aa,2200.3345187290406,892.9050815787845
2,71,2,35,6,1,aa,2204.824468878456,892.5926608449984
1,43,2,46,4,1,aa,2205.814662404975,168.75322775119625
1,46,2,31,6,1,aa,2212.2718271053577,1329.7170990751288
2,46,2,55,5,5,aa,2214.36094543306,497.1143138789011
2,71,2,0,4,1,aa,2214.425934481817,236.01738261743327
2,30,2,6,4,4,aa,2215.2223870401813,932.5889099643232
2,29,2,56,6,2,aa,2216.697373137488,736.7205640483502
2,20,2,5,4,4,aa,2216.8341754718226,494.7569172531745
1,18,2,45,4,1,aa,2217.8673162233413,671.5280443326334
1,30,2,30,5,3,aa,2218.810635360046,985.369790471512
2,42,1,29,5,4,aa,2219.092207319182,966.7366548358152
2,30,1,11,4,4,aa,2220.5082195183154,931.9200295872041
2,30,1,58,4,3,aa,2222.8536963057886,499.65895481769604
2,32,1,29,4,3,aa,2226.9457516632447,907.0142073793423
1,71,2,58,4,4,aa,2229.014631071228,26.447184017683597
2,29,2,58,1,4,aa,2229.7965766639422,695.3734437821636
2,46,1,6,1,2,aa,2230.8605739513478,987.9554934856429
2,30,2,39,6,5,aa,2233.2252019241046,233.15881155753803
2,29,2,56,5,5,aa,2234.8064353424534,165.70921379238274
2,18,1,0,7,5,aa,2234.9577288655996,529.6479985681667
1,39,2,28,3,3,aa,2238.460348381055,1159.5532362615206
1,36,2,52,3,2,aa,2247.8188682830396,857.6677316243588
2,41,2,4,7,4,aa,2249.9821002444432,58.052808203138966
1,43,2,30,4,3,aa,2250.7371068368975,1156.623526035704
2,74,2,52,4,4,aa,2255.134998064141,492.4524252430617
1,17,2,2,4,4,aa,2257.9409892175836,893.5272909011242
2,38,2,52,3,4,aa,2263.305170840556,861.283392194644
2,71,1,19,6,4,aa,2265.7212022583885,1158.8364530787958
2,78,2,4,3,4,aa,2266.7253450748412,1116.585601894732
1,78,2,30,3,3,aa,2269.262216480493,493.8570025851748
1,39,2,46,4,4,aa,2271.4867114355575,387.83754971654446
2,32,2,3,3,4,aa,2273.388870534517,718.3737759043502
1,30,2,52,6,4,aa,2274.1283749011004,612.234541575187
1,30,2,3,4,2,aa,2275.6019246041524,217.72604889911258
2,30,2,58,6,2,aa,2278.7999534137152,626.4226618677811
1,30,2,53,7,2,aa,2284.1572497419775,1128.680217517375
1,43,2,46,6,2,aa,2287.4217494351597,893.5875052464493
2,15,2,58,7,2,aa,2288.785318602747,241.13269806607542
2,30,2,57,4,2,aa,2296.306275367202,247.6972095121101
1,43,2,57,7,2,aa,2301.9527895873784,626.6298548200896
