EF21,TAETIGKEITSSCHLUESSEL4,EF41,EF10,B27,EF40,B52,EF16U2,TAETIGKEITSSCHLUESSEL5,PERSONENGRUPPE
384951,1,15,2,aa,50,47.55230536764898,5,3,772
386287,2,68,1,aa,60,1042.4659981941184,7,3,799
386479,2,38,2,aa,35,28.320004589459252,6,3,768
386496,2,38,1,aa,63,335.87095735664553,2,3,773
386828,1,74,2,aa,40,546.5408495707054,6,4,260
386839,1,36,2,aa,43,80.79114210712109,7,4,311
386844,2,38,2,aa,28,816.2649275997559,7,3,414
387061,2,36,2,aa,39,26.65540967971061,7,4,101
389342,1,54,1,aa,19,369.9744537739163,6,4,101
389445,2,46,2,aa,7,768.0541794791792,5,4,101
389685,1,79,1,aa,35,650.7569172531745,5,3,101
389829,1,78,2,aa,50,1158.7366548358152,4,4,285
389986,1,54,1,aa,39,568.1169682754347,4,4,101
390088,2,59,1,aa,63,673.8097009722469,6,4,415
390467,2,36,1,aa,17,642.875893183613,6,4,101
390520,2,46,1,aa,55,1158.8513069404135,6,4,101
390613,2,41,1,aa,17,486.5523101070032,6,4,101
