EF48,TAETIGKEITSSCHLUESSEL4,EF41,EF10,B27,EF40,B52,EF16U2
2162.3026613766965,1,53,1,aa,31,608.9929733431944,1
2162.321922949404,2,18,1,aa,1,500.70580667560523,5
2163.9433516516096,2,55,2,aa,6,1292.2563752773108,4
2165.5210083486563,2,55,2,aa,29,1295.4669340838516,7
2165.9500794129594,2,82,1,aa,42,999.6856462843182,5
2166.818298739929,2,82,2,aa,29,272.58568107096056,4
2166.9378846503737,2,30,1,aa,4,477.7215600779899,4
2168.316130642542,2,82,1,aa,38,1340.3092022774913,4
2170.2488270095146,2,52,1,aa,43,61.70178134503626,6
2170.5269715337895,2,35,1,aa,53,501.75178636722603,6
2171.889829301109,2,83,1,aa,42,154.69242791826306,7
2172.199532173802,2,52,1,aa,36,498.54084957070546,6
2172.9337982830557,1,78,2,aa,37,1295.6897215199745,6
2177.560620859566,1,52,1,aa,15,242.91257716909155,7
2179.738624696985,1,70,2,aa,53,1258.4659981941184,6
2179.9969192451663,1,30,1,aa,30,1158.43622428551,4
2186.2826151736585,1,40,2,aa,44,651.798647252362,5
2186.452814008387,1,14,2,aa,1,1141.6461582134996,5
2200.3345187290406,1,28,2,aa,1,892.9050815787845,7
2204.824468878456,1,28,2,aa,35,892.5926608449984,4
2205.814662404975,2,28,2,aa,55,168.75322775119625,4
2212.2718271053577,2,15,2,aa,18,1329.7170990751288,7
2214.36094543306,2,14,2,aa,53,497.1143138789011,6
2214.425934481817,2,43,2,aa,29,236.01738261743327,4
2215.2223870401813,1,47,2,aa,53,932.5889099643232,1
2216.697373137488,2,76,2,aa,30,736.7205640483502,5
2216.8341754718226,2,33,2,aa,6,494.7569172531745,6
2217.8673162233413,2,30,2,aa,0,671.5280443326334,5
2218.810635360046,2,30,2,aa,10,985.369790471512,4
2219.092207319182,2,45,2,aa,46,966.7366548358152,7
2220.5082195183154,2,78,1,aa,0,931.9200295872041,1
2222.8536963057886,1,78,1,aa,58,499.65895481769604,6
2226.9457516632447,2,38,1,aa,0,907.0142073793423,7
2229.014631071228,2,17,1,aa,56,26.447184017683597,1
2229.7965766639422,1,30,2,aa,38,695.3734437821636,5
2230.8605739513478,2,37,2,aa,58,987.9554934856429,4
2233.2252019241046,2,30,2,aa,55,233.15881155753803,5
2234.8064353424534,2,65,2,aa,56,165.70921379238274,3
2234.9577288655996,1,47,2,aa,36,529.6479985681667,5
2238.460348381055,1,18,2,aa,29,1159.5532362615206,6
2247.8188682830396,1,79,1,aa,56,857.6677316243588,6
2249.9821002444432,1,19,2,aa,56,58.052808203138966,4
2250.7371068368975,1,14,2,aa,10,1156.623526035704,5
2255.134998064141,1,71,1,aa,55,492.4524252430617,4
2257.9409892175836,2,30,1,aa,46,893.5272909011242,3
2263.305170840556,1,79,2,aa,55,861.283392194644,3
2265.7212022583885,2,19,2,aa,52,1158.8364530787958,3
2266.7253450748412,2,19,2,aa,12,1116.585601894732,6
2269.262216480493,2,19,2,aa,0,493.8570025851748,6
2271.4867114355575,2,42,2,aa,29,387.83754971654446,3
2273.388870534517,2,79,2,aa,14,718.3737759043502,6
2274.1283749011004,2,30,2,aa,13,612.234541575187,6
2275.6019246041524,2,76,2,aa,4,217.72604889911258,3
2278.7999534137152,1,79,2,aa,59,626.4226618677811,3
2284.1572497419775,1,30,2,aa,1,1128.680217517375,4
2287.4217494351597,1,41,2,aa,56,893.5875052464493,7
2288.785318602747,1,14,2,aa,53,241.13269806607542,4
2296.306275367202,1,42,2,aa,56,247.6972095121101,7
2301.9527895873784,1,14,2,aa,35,626.6298548200896,7
