"EF1","BOGENART","FALLNR","LEISTUNGSGRUPPE","PERSONENGRUPPE","TAETIGKEITSSCHLUESSEL1","TAETIGKEITSSCHLUESSEL2","TAETIGKEITSSCHLUESSEL3","TAETIGKEITSSCHLUESSEL4","TAETIGKEITSSCHLUESSEL5","EF3U1","EF3U2","EF4","EF5","EF6","EF7","EF8","EF9","EF10","EF11","EF12U1","EF12U2","EF14U1","EF14U2","EF15","EF16U1","EF16U2","EF17","EF18","EF19","EF20","EF21","EF22","EF23","EF24","EF25","EF26","EF27","EF28","EF29","EF33","EF34","EF35","EF36","EF37","EF38","EF39","EF40","EF41","EF42","EF43","EF44","EF45","EF46","EF47","EF48","EF49","EF50","EF52","EF53","EF55","EF57","EF58","EF59U1","EF59U3","YEAR","KEYE","B21","B23","B24","B27","B28","B29","B412","B423","B43","B52","KEYL","EF21H"
36091,1,11407,1,101,46291,1,1,2,3,1750,0,37681,752,"aaa",2,1,4,2,1975,10,2004,4,2018,57610,5,1,3,55,34,24,234174,4231,8094,148865,1336,204,794722,4171356,41,2,270272,31680,7,42,207,"aaaaaaaa",15,44,866,3,174196,985641,1,1922261,109.580001831055,17,24.3500003814697,12.25,9,218473,1,3,2,2,2018,"aaaaaa","a",836,"a","aa","a","aaa",100000000,166240,1865.57995605469,1315.7900390625,31844,6887.47058823529
26574,1,36468,1,101,77083,6,1,2,1,1966,3,7310,678,"aa",1,1,2,1,1977,1,1997,4,2018,22826,0,1,5,17,282,185,254742,6783,3993,122941,2920,259,6354987,1072063,81,1,673341,17438,7,55,544,"aaaaaaaa",19,34,191,3,76658,6107070,0,1487714,1253.57995605469,37,6.34999990463257,2.25,13,115940,3,1,4,3,2018,"aaaaaa","a",342,"a","aa","a","aaa",100000000,166627,160.580001831055,719.789978027344,37551,903.340425531915
50356,1,2833,5,101,58528,2,7,1,3,4244,5,85533,598,"",5,1,5,2,1979,6,1962,4,2018,60743,5,4,2,43,50,64,74282,5731,2195,65084,2358,108,5824987,4675347,44,1,964779,9758,7,39,882,"aaaaaaaa",8,17,95,7,99149,6873026,0,1984296,1251.57995605469,22,12.3500003814697,47.25,28,302708,1,3,1,3,2018,"aaaaaa","a",194,"a","aa","a","aaa",100000000,22335,1899.57995605469,149.789993286133,61344,1485.64
8349,1,24574,5,101,78468,3,3,1,3,3895,7,63222,389,"aa",2,1,3,1,1933,11,1990,4,2018,62769,2,2,4,29,375,137,47791,4839,1440,35964,1061,53,5220376,2970420,34,2,660350,59342,5,45,710,"aaaaaaaa",0,46,628,3,19447,2895433,0,563909,453.579986572266,77,29.3500003814697,32.25,3,1285,1,2,3,2,2018,"aaaaaa","a",655,"a","aa","a","aaa",100000000,120544,1507.57995605469,231.789993286133,45364,127.442666666667
41867,1,41163,1,101,58032,7,1,2,1,4120,4,30689,209,"",1,1,2,2,1967,5,2007,4,2018,35206,1,6,2,41,311,171,225763,2676,2239,25034,218,295,826480,2160725,34,1,582648,52894,4,58,1150,"aaaaaaaa",54,49,89,1,103384,5832420,1,3992887,119.580001831055,3,15.3500003814697,36.25,12,23298,1,3,4,1,2018,"aaaaaa","a",626,"a","aa","a","aaa",100000000,16240,1189.57995605469,549.789978027344,353,725.926045016077
13755,1,14232,1,101,38876,8,9,2,1,591,1,84177,277,"aa",1,1,2,1,1990,10,1985,4,2018,17618,1,2,1,36,225,164,245218,7129,6142,96911,3559,360,5498142,2931914,27,2,904964,58234,4,57,1092,"aaaaaaaa",52,60,510,3,71304,1106687,1,4038236,762.580017089844,68,48.3499984741211,15.25,15,222545,2,1,2,6,2018,"aaaaaa","a",158,"a","aa","a","aaa",100000000,71560,329.579986572266,1134.7900390625,63815,1089.85777777778
56460,1,36930,3,101,55939,8,9,2,3,3404,0,14951,670,"aaaaa",5,1,1,1,1958,2,1995,4,2018,19229,1,6,1,54,66,14,178506,1544,4504,21322,3488,222,4454543,642273,72,1,537360,19953,4,51,206,"aaaaaaaa",39,20,673,6,52669,2363294,0,3728688,1181.57995605469,25,29.3500003814697,87.25,6,196321,1,2,1,4,2018,"aaaaaa","a",473,"a","aa","a","aaa",100000000,62836,549.580017089844,445.790008544922,41467,2704.63636363636
67630,1,967,2,101,29230,2,5,2,3,26,3,28494,22,"",3,1,3,1,1948,10,2000,4,2018,76774,0,2,3,78,82,34,393058,2905,3956,74860,1776,260,5164799,340841,23,2,37040,8272,6,37,288,"aaaaaaaa",29,37,238,2,161293,1197124,0,1769174,515.580017089844,7,33.3499984741211,7.25,13,153905,1,2,2,5,2018,"aaaaaa","a",279,"a","aa","a","aaa",100000000,64121,520.580017089844,1159.7900390625,61209,4793.39024390244
69275,1,43277,1,101,10483,4,5,1,3,218,1,85721,785,"",5,1,2,1,1971,5,1973,4,2018,77200,4,5,2,23,51,13,314873,1889,3551,124164,3858,342,601472,408481,98,1,930666,7075,5,29,615,"aaaaaaaa",57,45,962,5,30859,258177,1,795920,1110.57995605469,73,17.3500003814697,55.25,21,289309,2,2,4,4,2018,"aaaaaa","a",515,"a","aa","a","aaa",100000000,147783,2084.580078125,1329.7900390625,57600,6173.98039215686
22970,1,2153,3,101,79300,3,1,2,3,1581,7,84912,3,"aa",2,1,5,2,1941,12,1989,4,2018,3030,2,1,5,44,377,32,130907,2313,2644,8930,2654,360,1701341,4866822,14,1,485330,18610,7,55,398,"aaaaaaaa",16,24,88,1,127528,1068836,1,4005089,1161.57995605469,6,37.3499984741211,90.25,13,263947,2,1,3,6,2018,"aaaaaa","a",578,"a","aa","a","aaa",100000000,61774,2060.580078125,10.789999961853,67347,347.233421750663
23791,1,41197,1,101,13725,7,3,1,1,2515,1,21947,571,"aaa",5,1,3,2,1983,5,1976,4,2018,39874,8,3,1,21,305,96,48359,8101,6737,27433,1913,52,3100299,1556691,6,2,393599,29950,7,44,1342,"aaaaaaaa",15,46,480,8,169923,1435279,1,2384054,285.579986572266,75,32.3499984741211,11.25,33,187679,1,2,1,3,2018,"aaaaaa","a",437,"a","aa","a","aaa",100000000,155558,1513.57995605469,34.7900009155273,19317,158.554098360656
14139,1,10993,3,101,62694,9,5,1,1,471,0,73182,302,"",1,1,3,2,1948,4,2004,4,2018,63768,8,5,1,27,334,15,373297,1916,5783,154304,2310,90,7559248,2148530,90,2,238371,32204,7,35,765,"aaaaaaaa",44,51,668,1,156611,3499111,1,702146,99.5800018310547,95,46.3499984741211,67.25,16,229305,1,1,4,6,2018,"aaaaaa","a",101,"a","aa","a","aaa",100000000,21070,2213.580078125,1286.7900390625,55629,1117.65568862275
5700,1,14627,5,101,87057,5,9,2,3,2635,6,58962,191,"a",2,1,1,2,1984,5,2009,4,2018,69245,8,2,1,57,116,80,218452,4017,7893,9516,85,155,2752512,4060286,11,2,691544,50874,7,50,855,"aaaaaaaa",3,21,235,4,77271,2551406,1,4933030,2082.580078125,53,50.3499984741211,93.25,7,131541,1,2,3,5,2018,"aaaaaa","a",889,"a","aa","a","aaa",100000000,108322,1061.57995605469,1197.7900390625,21204,1883.20689655172
50507,1,41825,1,101,3297,4,5,2,3,923,2,33361,379,"",3,1,1,2,1933,7,2002,4,2018,16726,8,6,3,48,326,39,314764,5692,6755,132588,669,70,2300724,4005686,70,2,881120,57884,6,40,14,"aaaaaaaa",10,25,687,5,67290,7454459,1,2424965,791.580017089844,51,49.3499984741211,28.25,20,59420,3,3,1,6,2018,"aaaaaa","a",751,"a","aa","a","aaa",100000000,101239,328.579986572266,80.7900009155273,62698,965.533742331288
63982,1,37615,3,101,12043,4,4,1,1,804,8,63158,789,"aa",1,1,5,2,1957,8,2004,4,2018,77040,1,5,2,39,2,28,3741,6195,742,122691,1075,112,316318,3566997,8,2,278068,7884,5,39,467,"aaaaaaaa",44,47,351,1,37100,484376,0,1444470,1792.57995605469,68,32.3499984741211,54.25,17,268637,1,1,2,2,2018,"aaaaaa","a",553,"a","aa","a","aaa",100000000,143513,1893.57995605469,1122.7900390625,28104,1870.5
5483,1,5708,5,101,7387,3,7,1,1,1293,7,65991,743,"",2,1,1,1,1940,2,1962,4,2018,43727,3,4,5,49,358,77,14041,6529,8238,79703,2746,323,3593145,4450062,98,1,713804,7861,4,57,1154,"aaaaaaaa",47,46,248,1,21689,7020337,1,2434697,687.580017089844,81,44.3499984741211,24.25,6,301570,3,3,4,6,2018,"aaaaaa","a",766,"a","aa","a","aaa",100000000,75653,1526.57995605469,824.789978027344,64590,39.2206703910615
583,1,7080,2,101,74865,5,6,2,3,3580,6,88966,334,"aaa",2,1,2,2,1982,9,1971,4,2018,15173,4,2,3,73,73,7,281835,3727,4718,60075,3004,356,7583562,2793639,22,1,769848,13845,5,46,1326,"aaaaaaaa",55,53,325,5,141877,6289222,0,2652446,1565.57995605469,33,17.3500003814697,64.25,37,301307,2,3,2,6,2018,"aaaaaa","a",100,"a","aa","a","aaa",100000000,65667,555.580017089844,366.790008544922,16715,3860.75342465753
57158,1,27345,3,101,21907,1,8,2,1,2850,2,14116,395,"aa",4,1,5,1,1957,1,1963,4,2018,93614,4,3,2,63,108,140,154156,3377,205,182820,2993,65,2709220,4743184,89,1,80485,8688,6,32,216,"aaaaaaaa",51,50,582,3,144662,1710473,1,50745,1838.57995605469,21,44.3499984741211,47.25,26,195977,1,3,2,4,2018,"aaaaaa","a",395,"a","aa","a","aaa",100000000,98999,253.580001831055,907.789978027344,18147,1427.37037037037
