"EF1","BOGENART","FALLNR","LEISTUNGSGRUPPE","PERSONENGRUPPE","TAETIGKEITSSCHLUESSEL1","TAETIGKEITSSCHLUESSEL2","TAETIGKEITSSCHLUESSEL3","TAETIGKEITSSCHLUESSEL4","TAETIGKEITSSCHLUESSEL5","EF3U1","EF3U2","EF4","EF5","EF6","EF7","EF8","EF9","EF10","EF11","EF12U1","EF12U2","EF14U1","EF14U2","EF15","EF16U1","EF16U2","EF17","EF18","EF19","EF20","EF21","EF22","EF23","EF24","EF25","EF26","EF27","EF28","EF29","EF33","EF34","EF35","EF36","EF37","EF38","EF39","EF40","EF41","EF42","EF43","EF44","EF45","EF46","EF47","EF48","EF49","EF50","EF52","EF53","EF55","EF57","EF58","EF59U1","EF59U3","YEAR","KEYE","B21","B23","B24","B27","B28","B29","B412","B423","B43","B52","KEYL","EF21H","MONTHS_OF_SERVICE"
34873,1,9895,1,453,47365,4,4,2,2,1107,5,19616,62,"",3,1,5,2,1985,2,2002,4,2018,63859,0,4,5,42,208,68,315305,2043,1892,147513,3750,124,6426530,675797,54,2,529529,32944,6,35,303,"aaaaaaaa",59,50,230,4,46267,2868330,1,3863684,97.5800018310547,1,49.3499984741211,55.25,9,145299,1,2,4,1,2018,"aaaaaa","a",864,"a","aa","a","aaa",100000000,17426,1809.57995605469,753.789978027344,11095,1515.88942307692,16
15235,1,36821,2,336,81502,1,6,1,2,234,9,52771,763,"aaaaaa",1,1,2,2,1983,5,1980,4,2018,31209,7,6,5,10,63,198,317894,2156,4452,27295,1429,268,5031776,3873809,66,2,618020,3431,6,52,361,"aaaaaaaa",5,29,347,3,9052,4601597,0,1411740,561.580017089844,77,21.3500003814697,56.25,31,215716,2,1,1,3,2018,"aaaaaa","a",708,"a","aa","a","aaa",100000000,84449,1738.57995605469,1336.7900390625,6902,5045.93650793651,38
33162,1,23958,2,768,76051,6,7,2,4,4285,8,89953,84,"aaa",4,1,3,2,1969,3,1971,4,2018,8938,0,6,4,11,9,130,225274,2066,5729,83960,2160,253,2252871,1003768,24,2,414692,52018,5,38,463,"aaaaaaaa",51,78,835,7,180254,1948548,0,956203,1902.57995605469,40,43.3499984741211,97.25,19,32206,1,2,3,2,2018,"aaaaaa","a",743,"a","aa","a","aaa",100000000,68608,198.580001831055,827.789978027344,24592,25030.4444444444,47
53419,1,20956,3,712,32097,8,3,1,1,1985,6,13917,784,"aa",2,1,5,1,1991,9,1975,4,2018,52612,4,7,2,61,82,128,138555,252,6519,63815,2770,185,3138445,561278,63,2,659869,39533,7,50,699,"aaaaaaaa",27,30,778,2,154499,1176388,0,4171909,61.5800018310547,26,39.3499984741211,0.25,39,189673,1,2,3,6,2018,"aaaaaa","a",686,"a","aa","a","aaa",100000000,166000,1045.57995605469,1145.7900390625,33898,1689.69512195122,43
67701,1,6611,4,491,7026,7,3,2,1,4258,9,73942,627,"",4,1,2,2,1929,6,1958,4,2018,46891,1,6,5,13,165,6,117094,3626,6238,30797,1496,279,1817411,639159,19,1,22831,20044,5,38,1185,"aaaaaaaa",4,70,695,1,182518,1114628,0,2444129,1255.57995605469,46,16.3500003814697,44.25,29,149734,3,1,1,1,2018,"aaaaaa","a",731,"a","aa","a","aaa",100000000,37950,789.580017089844,1277.7900390625,42700,709.660606060606,60
58920,1,32824,1,250,11211,2,7,1,4,1023,8,28655,32,"",2,1,2,1,1936,2,2003,4,2018,66582,6,2,5,14,132,65,42242,4296,6713,37780,3370,301,3779593,593595,57,2,407168,9368,4,27,508,"aaaaaaaa",53,77,767,6,202504,2453298,0,167218,1828.57995605469,94,41.3499984741211,70.25,40,188745,3,1,1,2,2018,"aaaaaa","a",529,"a","aa","a","aaa",100000000,140741,358.579986572266,1061.7900390625,35696,320.015151515152,15
44238,1,2345,5,528,71627,8,8,1,2,3661,5,15104,155,"aaa",2,1,4,2,1929,3,1989,4,2018,26461,4,3,5,7,103,123,125023,4654,1725,65163,1394,110,3347598,3461615,88,1,201044,31076,5,46,640,"aaaaaaaa",53,28,118,5,27366,2118482,1,342766,2129.580078125,66,42.3499984741211,92.25,4,124661,2,2,2,5,2018,"aaaaaa","a",216,"a","aa","a","aaa",100000000,142686,523.580017089844,505.790008544922,63073,1213.81553398058,29
52399,1,2221,3,345,2185,2,5,2,1,796,5,28799,47,"",4,1,3,1,1960,4,1959,4,2018,57333,4,7,3,35,207,130,230472,7792,3532,1596,1233,207,1902464,4887434,9,1,167382,44702,7,27,1278,"aaaaaaaa",5,46,57,3,64567,7256008,0,631697,2190.580078125,68,28.3500003814697,21.25,9,315698,3,1,1,2,2018,"aaaaaa","a",908,"a","aa","a","aaa",100000000,16897,1582.57995605469,444.790008544922,65327,1113.39130434783,59
68266,1,12168,1,394,37264,3,4,1,3,3098,8,38461,179,"aa",2,1,1,1,1952,6,2006,4,2018,15870,2,6,2,69,322,178,254075,5926,321,126890,520,46,4919887,1181419,87,1,586078,26004,6,59,6,"aaaaaaaa",14,44,381,4,169177,5906775,1,5010259,360.579986572266,75,51.3499984741211,22.25,9,136193,1,1,1,3,2018,"aaaaaa","a",209,"a","aa","a","aaa",100000000,129482,1185.57995605469,1219.7900390625,19982,789.052795031056,12
35511,1,31598,1,449,71307,6,4,1,3,1891,5,48759,204,"a",1,1,4,1,1984,12,1978,4,2018,46440,8,5,5,17,173,159,159262,2469,1058,150217,3395,145,1565934,3258173,90,1,19323,26599,6,46,440,"aaaaaaaa",50,82,220,8,12544,1357608,0,4568151,538.580017089844,14,39.3499984741211,58.25,29,238465,1,2,2,2,2018,"aaaaaa","a",768,"a","aa","a","aaa",100000000,129216,377.579986572266,1289.7900390625,64720,920.589595375723,40
15500,1,27763,1,668,10813,5,6,1,1,1093,0,48114,482,"",5,1,1,1,1934,9,1955,4,2018,41167,3,3,3,28,264,30,62918,5019,5526,101586,908,165,6105888,4979173,14,2,327552,49904,6,48,482,"aaaaaaaa",58,23,377,1,173658,7375558,1,3302508,247.580001831055,3,44.3499984741211,17.25,14,23253,2,1,3,5,2018,"aaaaaa","a",741,"a","aa","a","aaa",100000000,75434,1515.57995605469,787.789978027344,57187,238.325757575758,63
6934,1,33007,3,687,66339,6,1,2,4,769,7,85462,560,"",1,1,1,2,1959,7,2014,4,2018,71811,0,5,1,42,266,118,348121,3359,2923,146265,3705,325,1052557,342441,52,2,758490,16798,4,34,166,"aaaaaaaa",11,15,721,8,82283,902934,1,110217,105.580001831055,2,40.3499984741211,78.25,7,33546,3,2,2,4,2018,"aaaaaa","a",485,"a","aa","a","aaa",100000000,72801,607.580017089844,342.790008544922,26148,1308.72556390977,4
26860,1,2304,1,643,20302,7,6,1,2,2308,2,73096,271,"aa",4,1,2,2,1967,4,1972,4,2018,14999,1,6,5,81,356,152,36379,445,7314,152561,1867,313,4123350,2053119,90,2,261712,50602,7,47,353,"aaaaaaaa",61,25,434,4,140309,5068783,0,3683123,1427.57995605469,78,29.3500003814697,7.25,5,312585,1,3,4,1,2018,"aaaaaa","a",938,"a","aa","a","aaa",100000000,87662,132.580001831055,212.789993286133,65332,102.188202247191,46
12735,1,6368,4,385,66448,6,3,1,1,1340,4,76522,603,"",2,1,1,1,1966,11,1993,4,2018,28543,7,6,2,20,104,192,332347,2354,186,78581,2902,191,3318106,2117461,64,2,882304,15416,7,42,1243,"aaaaaaaa",51,55,221,5,107988,5618736,0,4855975,2079.580078125,71,19.3500003814697,1.25,16,292229,1,1,2,4,2018,"aaaaaa","a",921,"a","aa","a","aaa",100000000,101999,407.579986572266,426.790008544922,3792,3195.64423076923,25
56097,1,13176,2,543,66223,1,5,2,4,881,3,75045,305,"aa",1,1,3,2,1967,6,2010,4,2018,69711,0,7,3,31,41,52,273253,6943,215,162825,1386,181,6212780,2267926,93,1,850576,20864,6,54,813,"aaaaaaaa",56,87,831,8,108048,5110422,0,3107219,244.580001831055,1,19.3500003814697,16.25,36,248720,3,1,4,6,2018,"aaaaaa","a",199,"a","aa","a","aaa",100000000,117752,1534.57995605469,14.789999961853,68586,6664.70731707317,8
5392,1,21032,1,121,15172,2,3,1,1,1405,5,26421,39,"a",3,1,5,2,1937,9,1997,4,2018,54282,7,4,5,40,88,183,388831,6441,3853,72185,1461,147,5308989,2500922,30,1,105954,60779,6,56,601,"aaaaaaaa",63,36,749,5,96438,3831591,1,474977,1908.57995605469,25,36.3499984741211,47.25,25,292567,2,3,4,6,2018,"aaaaaa","a",844,"a","aa","a","aaa",100000000,26849,1415.57995605469,414.790008544922,41152,4418.53409090909,21
55375,1,43660,4,263,9821,5,8,2,1,580,0,2919,789,"aaa",5,1,3,2,1988,7,2000,4,2018,63753,1,3,5,66,62,185,49451,1760,3075,175437,1075,180,4564811,1346176,27,2,509746,25142,6,44,1235,"aaaaaaaa",40,24,232,2,171435,3895805,0,2057762,727.580017089844,59,43.3499984741211,6.25,20,233477,1,3,2,6,2018,"aaaaaa","a",536,"a","aa","a","aaa",100000000,72755,1371.57995605469,228.789993286133,23557,797.596774193548,18
13164,1,39071,4,702,59433,6,7,1,2,3224,2,84358,546,"aaaa",3,1,5,1,1984,1,1964,4,2018,41577,8,6,1,19,353,104,278437,2804,2278,61885,631,240,749811,4594253,4,2,320724,34807,4,31,786,"aaaaaaaa",45,41,615,4,71779,3394097,1,2765558,1541.57995605469,96,41.3499984741211,14.25,3,314811,2,3,1,1,2018,"aaaaaa","a",688,"a","aa","a","aaa",100000000,41830,1453.57995605469,314.790008544922,909,788.773371104816,54
69716,1,41537,4,185,34430,5,3,1,1,1670,2,62290,131,"aaa",2,1,2,1,2002,5,1955,4,2018,62171,8,3,1,35,197,1,263045,7532,3020,164529,3695,53,7149233,3506160,27,2,455936,30365,4,55,198,"aaaaaaaa",8,24,431,4,51226,2034211,1,2247213,2032.57995605469,83,38.3499984741211,36.25,22,86078,3,1,4,5,2018,"aaaaaa","a",858,"a","aa","a","aaa",100000000,159433,2253.580078125,292.790008544922,12203,1335.2538071066,63
18981,1,21641,1,763,93025,3,9,2,4,2434,6,13599,802,"aa",5,1,3,2,1961,4,1982,4,2018,1214,2,7,1,7,355,104,151866,603,817,147866,1581,340,6679217,3050972,28,1,806593,62034,4,56,226,"aaaaaaaa",58,30,751,7,39826,4228812,1,144119,2205.580078125,49,31.3500003814697,22.25,12,272801,1,1,4,3,2018,"aaaaaa","a",652,"a","aa","a","aaa",100000000,46874,1062.57995605469,950.789978027344,8149,427.791549295775,36
25863,1,5348,3,460,11869,1,4,2,2,1319,8,22483,479,"",5,1,3,1,1955,8,2004,4,2018,42833,5,6,1,8,196,127,340464,78,5300,56975,3282,126,3392910,2281786,65,2,294293,61799,7,40,300,"aaaaaaaa",5,48,502,6,32427,6028521,0,1895925,67.5800018310547,96,5.34999990463257,52.25,1,87624,2,3,1,3,2018,"aaaaaa","a",323,"a","aa","a","aaa",100000000,99587,7.57999992370605,127.790000915527,46215,1737.0612244898,14
40192,1,6043,4,497,66377,8,1,2,4,1159,8,22959,569,"a",4,1,5,1,1972,3,2018,4,2018,35540,3,1,5,26,259,58,321153,1378,4734,27975,1827,153,2584341,5060042,64,1,358692,36720,5,49,1205,"aaaaaaaa",20,59,870,6,82877,5875712,0,1230710,684.580017089844,8,4.34999990463257,21.25,10,157705,1,1,4,4,2018,"aaaaaa","a",715,"a","aa","a","aaa",100000000,92093,1389.57995605469,850.789978027344,57751,1239.97297297297,0
29240,1,13358,5,451,30249,2,1,2,3,3057,4,19451,515,"aaaaaa",5,1,5,2,1934,8,1992,4,2018,71868,3,2,3,64,90,188,70742,1653,5046,89040,1054,82,1930180,2364648,38,1,835167,46298,6,45,820,"aaaaaaaa",0,31,81,8,34678,889292,0,3724813,183.580001831055,65,26.3500003814697,91.25,40,201317,2,1,3,1,2018,"aaaaaa","a",79,"a","aa","a","aaa",100000000,184152,1097.57995605469,154.789993286133,40529,786.022222222222,26
25947,1,35046,1,652,71312,6,8,1,4,2861,6,23746,605,"",3,1,4,1,1936,9,1960,4,2018,51145,2,5,1,29,185,152,20956,7478,4293,71662,3746,167,1674026,804385,6,1,594612,8406,5,60,174,"aaaaaaaa",14,68,647,7,167742,7041986,1,4835142,1176.57995605469,75,45.3499984741211,72.25,16,92845,3,3,1,5,2018,"aaaaaa","a",605,"a","aa","a","aaa",100000000,61392,293.579986572266,46.7900009155273,57282,113.275675675676,58
31979,1,17198,2,286,5330,2,3,1,3,2300,1,72343,156,"aaa",4,1,2,2,1937,2,2017,4,2018,89945,8,1,3,26,278,95,262861,7212,5749,41964,871,296,1242351,4916420,62,2,709878,56484,4,53,731,"aaaaaaaa",49,75,455,8,89980,5883763,0,3723307,938.580017089844,51,44.3499984741211,13.25,12,163800,3,3,1,2,2018,"aaaaaa","a",508,"a","aa","a","aaa",100000000,42202,1356.57995605469,1315.7900390625,5687,945.543165467626,1
31469,1,11056,1,393,92157,7,6,1,1,3502,5,4979,366,"aaaaaaaaaa",1,1,1,2,2001,6,2004,4,2018,86039,7,7,4,3,134,158,270204,6312,4662,96357,2974,350,1531654,2546,45,2,981420,44524,4,59,744,"aaaaaaaa",29,75,502,8,81174,6436661,0,4865364,194.580001831055,64,30.3500003814697,73.25,39,68880,2,1,4,5,2018,"aaaaaa","a",152,"a","aa","a","aaa",100000000,27323,1704.57995605469,123.790000915527,63452,2016.44776119403,14
68729,1,20247,3,311,49431,7,3,1,4,742,9,11238,725,"aa",5,1,3,1,1971,5,1964,4,2018,7707,1,5,4,75,79,185,299379,7841,5391,125596,4050,259,1439566,2115199,42,1,702560,11108,7,49,538,"aaaaaaaa",55,55,441,3,158117,2916491,0,1817249,1492.57995605469,99,27.3500003814697,87.25,39,299447,2,3,1,2,2018,"aaaaaa","a",369,"a","aa","a","aaa",100000000,180199,1149.57995605469,507.790008544922,15038,3789.60759493671,54
22627,1,43201,2,385,32358,7,3,1,3,1996,0,70367,449,"",2,1,1,2,1991,8,1997,4,2018,53684,8,5,5,57,223,108,258859,5659,5952,121833,1058,30,4107342,4317723,99,1,201822,35247,6,59,17,"aaaaaaaa",25,36,888,3,38065,1168150,0,4150309,1772.57995605469,22,40.3499984741211,38.25,40,111808,2,2,1,3,2018,"aaaaaa","a",414,"a","aa","a","aaa",100000000,165450,1702.57995605469,239.789993286133,43726,1160.80269058296,21
38469,1,36385,4,224,57408,9,1,1,3,3989,0,10922,53,"",3,1,5,1,1934,9,2008,4,2018,90789,3,3,5,68,267,181,114074,6819,2437,35221,2409,86,5066531,403942,15,2,628311,17337,7,34,294,"aaaaaaaa",32,84,333,3,23116,2033637,1,2338304,201.580001831055,67,10.3500003814697,60.25,25,70558,2,3,4,2,2018,"aaaaaa","a",680,"a","aa","a","aaa",100000000,144826,59.5800018310547,268.790008544922,38473,427.243445692884,10
41906,1,35065,1,261,59727,6,1,1,1,390,3,26097,471,"",1,1,3,1,1933,3,2007,4,2018,18270,4,4,4,82,233,64,124057,4613,8207,155385,266,351,908352,3063229,77,2,899247,51114,6,47,405,"aaaaaaaa",43,20,839,2,168913,3765531,1,3487103,1380.57995605469,45,40.3499984741211,2.25,23,325311,1,2,1,2,2018,"aaaaaa","a",793,"a","aa","a","aaa",100000000,96180,531.580017089844,1240.7900390625,66591,532.43347639485,11
41179,1,24826,1,381,65013,4,5,1,3,990,3,42660,359,"aa",5,1,3,2,1939,2,1965,4,2018,1920,2,1,2,59,312,115,269535,2634,2856,29811,2942,302,6546737,1851070,39,1,88067,7649,7,40,291,"aaaaaaaa",0,15,228,1,10346,4116367,1,2028492,2166.580078125,59,41.3499984741211,95.25,40,52969,1,1,2,4,2018,"aaaaaa","a",239,"a","aa","a","aaa",100000000,49514,1450.57995605469,74.7900009155273,52528,863.894230769231,53
63741,1,17608,5,518,84555,3,8,1,3,345,6,90463,190,"aa",2,1,1,2,1990,10,1988,4,2018,37069,4,3,4,48,293,66,303883,3959,5592,93507,3292,339,7369958,4857992,10,1,807363,39742,5,28,233,"aaaaaaaa",34,32,838,6,187601,2652823,1,3530789,938.580017089844,41,8.35000038146973,82.25,3,31939,3,3,3,3,2018,"aaaaaa","a",754,"a","aa","a","aaa",100000000,135661,1471.57995605469,1052.7900390625,33477,1037.1433447099,30
37398,1,18459,3,214,64941,6,9,1,4,4303,0,20245,805,"aaa",5,1,3,2,2003,4,1977,4,2018,40413,5,4,4,64,284,65,128160,2666,625,87471,3901,280,2267363,4651029,26,2,687700,41681,5,52,818,"aaaaaaaa",0,63,367,3,24013,4228635,0,1082415,1555.57995605469,40,25.3500003814697,81.25,26,110659,3,3,1,5,2018,"aaaaaa","a",447,"a","aa","a","aaa",100000000,66613,1330.57995605469,1172.7900390625,49884,451.267605633803,41
59200,1,3553,4,755,63391,5,4,1,4,1652,7,94601,591,"",1,1,5,2,1987,6,1975,4,2018,75528,8,1,4,58,41,30,274320,4489,2884,122898,3090,132,3085508,1629055,68,1,117017,2540,6,52,1106,"aaaaaaaa",55,60,789,7,82961,5287070,0,4302573,109.580001831055,14,26.3500003814697,24.25,30,306370,3,3,2,3,2018,"aaaaaa","a",199,"a","aa","a","aaa",100000000,161611,2329.580078125,654.789978027344,14549,6690.73170731707,43
32756,1,24060,4,621,51740,1,6,1,3,2551,5,51529,145,"",1,1,1,1,1936,2,2012,4,2018,63956,8,4,1,72,196,24,166328,7419,2372,125351,221,245,4854847,4715347,44,1,203614,44010,7,34,982,"aaaaaaaa",54,26,618,5,106385,3393394,0,4777293,1445.57995605469,76,28.3500003814697,59.25,16,70356,2,2,1,4,2018,"aaaaaa","a",798,"a","aa","a","aaa",100000000,55858,157.580001831055,991.789978027344,22658,848.612244897959,6
41926,1,40587,2,636,59577,1,1,2,4,3379,8,82624,97,"",4,1,5,2,1984,4,1964,4,2018,4869,0,3,2,23,61,47,334182,2429,999,1585,2272,61,4258504,1601770,92,2,638048,28877,7,40,1031,"aaaaaaaa",45,68,321,1,101930,2481118,1,5104552,2091.580078125,94,50.3499984741211,29.25,9,21102,3,2,2,5,2018,"aaaaaa","a",446,"a","aa","a","aaa",100000000,2160,1185.57995605469,717.789978027344,6316,5478.39344262295,54
20203,1,10891,1,414,16773,6,6,2,4,3940,0,51942,173,"",2,1,2,1,1990,2,1980,4,2018,55095,4,4,1,10,373,197,336675,1138,4709,116030,2486,61,6428674,3625304,79,2,98072,40166,4,25,775,"aaaaaaaa",5,19,249,4,99474,1648714,1,3162904,733.580017089844,93,34.3499984741211,35.25,37,114419,2,1,1,3,2018,"aaaaaa","a",352,"a","aa","a","aaa",100000000,37432,77.5800018310547,339.790008544922,34191,902.613941018767,38
17982,1,23291,2,359,19059,6,3,1,3,555,3,49735,201,"aa",2,1,1,1,1939,11,1991,4,2018,16138,2,3,1,47,353,67,29475,2828,4938,52699,1563,163,4136596,5231205,11,2,284622,56641,7,47,31,"aaaaaaaa",17,50,340,3,198549,7217291,0,717141,631.580017089844,44,4.34999990463257,32.25,17,302170,3,1,3,5,2018,"aaaaaa","a",800,"a","aa","a","aaa",100000000,4239,1330.57995605469,1154.7900390625,57563,83.4985835694051,27
27807,1,37232,4,158,86399,4,1,1,3,1986,8,33688,187,"",3,1,3,1,1993,7,2005,4,2018,46620,8,6,4,51,131,89,342902,3367,3946,123910,201,32,3871185,1242417,7,1,471847,18597,6,29,339,"aaaaaaaa",38,28,291,5,12509,4513264,0,553192,2211.580078125,61,48.3499984741211,98.25,15,197770,3,3,3,1,2018,"aaaaaa","a",42,"a","aa","a","aaa",100000000,174787,2098.580078125,1248.7900390625,22242,2617.57251908397,13
45156,1,12044,3,462,20319,8,2,2,4,3676,0,92856,758,"",4,1,4,1,1928,9,1975,4,2018,66695,4,5,3,34,217,129,114049,223,5361,81569,1927,172,2542718,4504570,24,1,106829,49485,5,54,689,"aaaaaaaa",0,51,951,3,195334,2194890,1,1754761,2079.580078125,1,50.3499984741211,57.25,12,206972,3,3,1,3,2018,"aaaaaa","a",277,"a","aa","a","aaa",100000000,84812,1991.57995605469,1291.7900390625,14304,525.571428571429,43
22793,1,24888,2,374,51795,7,3,2,2,1699,8,45250,251,"aa",5,1,1,1,1937,6,1991,4,2018,64771,1,5,4,77,216,107,305033,1459,4284,103210,1780,99,4955426,3034170,90,2,490393,54266,5,32,1077,"aaaaaaaa",33,36,440,7,207939,1645306,1,181939,113.580001831055,18,17.3500003814697,26.25,25,39063,2,1,1,1,2018,"aaaaaa","a",880,"a","aa","a","aaa",100000000,122519,486.579986572266,684.789978027344,13148,1412.18981481481,27
21394,1,3735,5,320,93216,6,7,2,2,1908,0,87695,840,"",2,1,3,1,1973,4,2012,4,2018,3517,2,7,5,72,77,107,272361,2286,6942,164926,1208,179,7240388,2148949,62,2,483698,2833,5,27,771,"aaaaaaaa",56,20,960,2,13856,1602426,0,1676425,1741.57995605469,29,42.3499984741211,82.25,9,128271,2,1,1,4,2018,"aaaaaa","a",554,"a","aa","a","aaa",100000000,18044,1782.57995605469,421.790008544922,69937,3537.15584415584,6
69251,1,3793,1,199,9023,5,6,1,3,3317,7,58726,156,"aa",4,1,5,1,1978,7,1973,4,2018,15563,3,6,2,48,236,95,162891,4857,1104,87768,413,245,2001029,1034964,21,1,974845,47919,7,59,1180,"aaaaaaaa",4,83,208,7,154504,7166478,1,2241635,1642.57995605469,70,30.3500003814697,37.25,37,14409,3,1,3,6,2018,"aaaaaa","a",620,"a","aa","a","aaa",100000000,76532,1280.57995605469,1160.7900390625,44662,690.216101694915,45
8715,1,26665,2,199,23769,5,7,2,1,297,8,18519,3,"a",5,1,5,2,1936,11,1956,4,2018,77788,5,4,4,30,154,86,134150,3610,4182,126578,882,83,4522198,3108396,38,1,281966,54781,4,45,603,"aaaaaaaa",2,83,669,5,42001,3013684,0,573489,2071.580078125,50,29.3500003814697,64.25,13,59725,1,3,1,6,2018,"aaaaaa","a",218,"a","aa","a","aaa",100000000,184458,2288.580078125,962.789978027344,41979,871.103896103896,62
37780,1,14734,2,131,25993,4,2,2,3,2127,6,13036,256,"",1,1,1,2,2004,2,1999,4,2018,44613,1,2,3,21,179,144,290655,8287,3895,3625,2445,307,323008,2961372,97,2,634106,43921,4,57,985,"aaaaaaaa",31,19,954,5,68150,1539295,0,764824,40.5800018310547,94,11.3500003814697,26.25,11,187692,2,1,3,6,2018,"aaaaaa","a",139,"a","aa","a","aaa",100000000,39928,51.5800018310547,614.789978027344,4748,1623.77094972067,19
65014,1,10689,2,432,17297,2,2,1,4,1370,7,49940,145,"aaa",1,1,3,2,1990,12,2000,4,2018,22209,8,3,3,75,3,167,389200,8216,4042,42892,1953,251,3673813,2756033,52,1,363516,25495,4,51,497,"aaaaaaaa",42,64,171,8,121090,1174989,0,4835123,2054.580078125,51,51.3499984741211,32.25,27,251656,3,2,1,5,2018,"aaaaaa","a",880,"a","aa","a","aaa",100000000,132831,2032.57995605469,794.789978027344,65425,129733.333333333,18
59694,1,18409,5,298,2876,7,3,2,2,1563,7,4311,110,"aa",3,1,5,2,1978,11,2004,4,2018,90167,0,2,3,59,8,164,274343,7614,918,94000,1411,119,2543474,5040697,52,2,852394,37932,4,43,1183,"aaaaaaaa",43,40,262,3,136298,3288865,1,4477406,901.580017089844,34,46.3499984741211,94.25,34,150087,2,3,1,3,2018,"aaaaaa","a",754,"a","aa","a","aaa",100000000,22008,2334.580078125,729.789978027344,30767,34292.875,14
14947,1,41438,5,568,16776,2,7,2,3,3298,5,57575,434,"aaa",1,1,1,2,1960,11,2003,4,2018,71493,7,6,1,46,38,62,211952,1770,5848,68776,2959,158,7378459,4585354,41,2,29876,39604,6,44,784,"aaaaaaaa",31,64,163,4,126262,2945315,0,2673387,88.5800018310547,12,15.3500003814697,23.25,1,232489,2,2,3,3,2018,"aaaaaa","a",244,"a","aa","a","aaa",100000000,147410,898.580017089844,11.789999961853,64179,5577.68421052632,15
29136,1,40536,1,676,90895,1,6,2,3,3488,5,72388,525,"",3,1,5,2,1990,12,2014,4,2018,4417,3,5,3,57,290,54,5614,3349,5322,469,3777,274,7342754,1705665,6,2,693022,34774,7,51,765,"aaaaaaaa",26,35,528,7,197309,3816954,1,3795897,1015.58001708984,90,38.3499984741211,56.25,37,88292,3,1,2,6,2018,"aaaaaa","a",737,"a","aa","a","aaa",100000000,20652,66.5800018310547,934.789978027344,44170,19.3586206896552,4
42683,1,6407,5,387,68440,9,4,2,2,1987,5,93046,92,"aaaaaa",5,1,2,1,1972,9,1966,4,2018,81152,5,6,1,62,54,135,151419,5664,88,167188,2105,327,4438340,2913811,73,2,682092,395,7,52,870,"aaaaaaaa",2,28,314,7,184707,6513562,0,4840872,237.580001831055,63,42.3499984741211,78.25,2,180118,3,1,2,2,2018,"aaaaaa","a",886,"a","aa","a","aaa",100000000,2389,297.579986572266,1025.7900390625,42415,2804.05555555556,52
58037,1,29751,4,208,71452,9,8,2,4,1600,7,62701,33,"aa",4,1,1,1,1997,4,1982,4,2018,43317,5,6,4,30,73,42,249894,1840,7948,85667,417,156,4720849,1378110,86,2,572177,8020,7,52,1140,"aaaaaaaa",12,90,23,7,186473,831018,1,830275,1650.57995605469,82,40.3499984741211,54.25,17,328211,2,2,2,4,2018,"aaaaaa","a",390,"a","aa","a","aaa",100000000,55523,594.580017089844,202.789993286133,60332,3423.20547945205,36
47398,1,13115,1,556,91656,7,6,1,3,1709,7,87128,805,"aaa",4,1,4,2,1934,12,1981,4,2018,37341,5,4,1,40,16,169,240895,5133,2985,168110,2387,48,2942452,1028300,94,2,62447,36216,7,30,868,"aaaaaaaa",57,47,222,3,96510,5038748,0,2745407,834.580017089844,94,40.3499984741211,10.25,40,14068,3,1,4,1,2018,"aaaaaa","a",651,"a","aa","a","aaa",100000000,35678,2087.580078125,844.789978027344,19427,15055.9375,37
41337,1,915,5,584,3183,1,3,2,1,2240,8,51525,812,"",1,1,3,2,1931,12,1991,4,2018,53948,7,6,2,29,176,11,107818,2146,5198,178618,1947,107,2055938,995016,64,2,174575,39712,7,33,738,"aaaaaaaa",9,17,738,7,71595,6101058,1,1060595,1164.57995605469,51,7.34999990463257,91.25,33,136403,2,3,4,3,2018,"aaaaaa","a",51,"a","aa","a","aaa",100000000,81588,22.5799999237061,293.790008544922,13361,612.602272727273,27
27996,1,6224,4,607,56875,8,2,1,2,3996,5,85330,190,"a",1,1,5,2,1970,9,2016,4,2018,33914,4,4,5,37,150,115,324250,1635,927,73832,168,331,968917,898525,5,1,124407,25483,4,25,1154,"aaaaaaaa",60,79,637,8,80854,2135594,1,3123937,1954.57995605469,33,8.35000038146973,17.25,2,27824,1,2,2,2,2018,"aaaaaa","a",164,"a","aa","a","aaa",100000000,119352,2286.580078125,314.790008544922,104,2161.66666666667,2
49089,1,25920,1,790,60781,2,4,2,1,1564,8,7725,50,"aaa",2,1,4,1,1982,9,2011,4,2018,63901,6,5,3,25,150,22,267903,4586,8287,80215,1865,263,877854,1391757,39,2,754658,30184,5,38,531,"aaaaaaaa",44,34,297,8,117074,1421862,1,5103962,2111.580078125,76,25.3500003814697,72.25,40,239623,2,2,1,4,2018,"aaaaaa","a",277,"a","aa","a","aaa",100000000,96401,2062.580078125,1121.7900390625,60844,1786.02,7
54786,1,36813,2,798,63156,3,2,2,4,928,5,48847,104,"",1,1,3,2,1981,1,2003,4,2018,30792,0,3,3,37,61,44,386446,7280,5313,7957,739,223,6162130,3359038,43,1,759815,55314,4,54,1104,"aaaaaaaa",57,15,29,5,55325,1632993,1,140165,1564.57995605469,98,18.3500003814697,76.25,27,225608,2,1,4,2,2018,"aaaaaa","a",148,"a","aa","a","aaa",100000000,153947,1817.57995605469,701.789978027344,39059,6335.18032786885,15
